"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed"
"LOC100129203",3.54628742935189,-0.346512055173998,1.93520861451903,-0.179056693203135,0.857893186195308,NA,"NO"
"LOC105369439",0,NA,NA,NA,NA,NA,"NO"
"LOC105369440",0.0803615191543955,-1.24101433047733,7.4389878846087,-0.166825695877929,0.867507199621611,NA,"NO"
"LOC105369441",0,NA,NA,NA,NA,NA,"NO"
"LOC107984377",0,NA,NA,NA,NA,NA,"NO"
"FAM76B",931.551660722963,0.523438106129295,0.345409869454254,1.51541155137323,0.129668213899026,0.299697819317592,"NO"
"CEP57",2926.76035780801,0.303424673910845,0.179337155693978,1.69192308608156,0.0906606395762139,0.242184286210076,"NO"
"MTMR2",3864.78386544214,0.723694724500571,0.23659856718433,3.0587451695629,0.00222266127190143,0.0304516722215265,"NO"
"RPL32P25",0.0975482629975049,-1.52089153421124,7.42559827886499,-0.204817373239817,0.837714812873985,NA,"NO"
"MAML2",161.520203207528,-0.125608160106391,0.442830199325794,-0.283648586518329,0.776679698974187,0.868581312624975,"NO"
"MIR1260B",0,NA,NA,NA,NA,NA,"NO"
"CCDC82",968.936249761979,0.586416120748212,0.250128037236894,2.34446376834126,0.0190544617442337,0.100348808153297,"NO"
"JRKL",380.102919533235,0.219322294376543,0.293226291267153,0.747962583534922,0.45448272663756,0.633221733423139,"NO"
"JRKL-AS1",0,NA,NA,NA,NA,NA,"NO"
"LINC02737",0,NA,NA,NA,NA,NA,"NO"
"LOC100131233",0,NA,NA,NA,NA,NA,"NO"
"MED28P5",0,NA,NA,NA,NA,NA,"NO"
"LOC105369448",0.225571007017399,3.23134217819379,7.39016253221031,0.437249135470278,0.661930679060335,NA,"NO"
"LOC105369450",0,NA,NA,NA,NA,NA,"NO"
"LOC105369451",1.29253377548423,-4.93506150259154,3.6338777065126,-1.35807033179652,0.174441368179512,NA,"NO"
"LOC105369452",0,NA,NA,NA,NA,NA,"NO"
"LOC105369453",0,NA,NA,NA,NA,NA,"NO"
"LINC02713",0.0410037163096837,0.344183382477789,7.44926994785819,0.0462036394018381,0.963147941751345,NA,"NO"
"LOC105369455",43.4103059182079,0.840458068488983,0.548061433464322,1.53351069272729,0.1251500741016,0.293256525250495,"NO"
"LOC643381",0,NA,NA,NA,NA,NA,"NO"
"CNTN5",7.4661056306927,-0.264613204191471,1.04072604138162,-0.254258271312383,0.799296035309219,NA,"NO"
"LOC107984430",0,NA,NA,NA,NA,NA,"NO"
"LOC107984431",0,NA,NA,NA,NA,NA,"NO"
"LOC105369456",0.971782242224891,-0.582206926924437,4.2095449820662,-0.138306379764273,0.889998283646285,NA,"NO"
"RPA2P3",0.0975482629975049,-1.52089153421124,7.42559827886499,-0.204817373239817,0.837714812873985,NA,"NO"
"PPIAP43",0.223204300052371,3.21672774307043,7.39051355321934,0.435250909142737,0.663380313512253,NA,"NO"
"ARHGAP42-AS1",4.74037166778599,-2.76604448316127,2.21860558462803,-1.24674908524807,0.212489514615914,NA,"NO"
"ARHGAP42",1238.38149410791,0.575864597179108,0.378440375896356,1.52167853605774,0.128089648298311,0.297614297645969,"NO"
"LOC105369457",2.50261532730976,-1.35101019629071,3.3873662244623,-0.398837948649961,0.690012613164316,NA,"NO"
"SNORD13I",0.866920277902062,0.344085284726038,7.44926994768496,0.0461904706290005,0.963158437705835,NA,"NO"
"PGR",0.271923202180795,0.815493786425528,7.37779654494919,0.11053351518399,0.911986271433061,NA,"NO"
"PGR-AS1",0,NA,NA,NA,NA,NA,"NO"
"LOC100420510",0,NA,NA,NA,NA,NA,"NO"
"LOC105369458",2.37715387183129,-0.700201739467649,3.33378953060926,-0.210031777062929,0.83364287163647,NA,"NO"
"TRPC6",25.3022866104432,-1.47178950901097,0.658729091334254,-2.23428648950339,0.0254642287221607,0.118006289867552,"DOWN"
"MIR3920",0,NA,NA,NA,NA,NA,"NO"
"LOC100129471",0.0820074326193674,0.344169166667035,7.44926994783977,0.0462017310524291,0.963149462769559,NA,"NO"
"ANGPTL5",7.57731075146988,1.57471531545463,1.61319210275628,0.976148663735765,0.328990798799103,NA,"NO"
"CEP126",57.6254677370209,0.204736706049805,0.542184760682508,0.377614276343879,0.705717157638822,0.819489132831229,"NO"
"CFAP300",3.37840501279076,-1.02213468065489,2.45673227330962,-0.416054566368319,0.677370074848633,NA,"NO"
"YAP1",6524.13989491521,0.454119323766362,0.332962593898039,1.36387489792749,0.172606942435694,0.353196112356279,"NO"
"LOC105369460",2.01855604536058,3.76755099632341,2.57253454613316,1.46452882507895,0.143049513107077,NA,"NO"
"RPS6P17",0,NA,NA,NA,NA,NA,"NO"
"BIRC3",675.431237694533,0.763820323925238,0.334188403882114,2.28559792934849,0.0222777914263251,0.108336376675304,"NO"
"BIRC2",2431.55816119169,0.212656379663604,0.195997531515926,1.08499519365795,0.27792378401805,0.46941834228563,"NO"
"TMEM123",19046.9437375224,0.680406391100844,0.258596761588576,2.63114815097089,0.00850969310516454,0.0649194236626491,"NO"
"LOC101928424",40.5269289528605,0.463653339322608,0.763520657365908,0.607257098874285,0.543680304427691,0.704167603712158,"NO"
"LOC102723838",1.24280034812942,1.88256739722771,3.05824517914834,0.615571115770375,0.538177619665814,NA,"NO"
"MMP7",940.397080322504,-0.50809174046009,0.241442930557609,-2.10439684146751,0.035343844713409,0.140567818420647,"NO"
"MMP20",7.0986875502632,1.70477877778438,1.44870983585012,1.17675654268199,0.239292692484998,NA,"NO"
"LOC101928477",52.593653814123,3.19188992617411,0.530432343011125,6.01752507785365,1.7710388470707e-09,5.37581131639842e-07,"UP"
"MMP27",0.44250501468853,0.280641275924707,7.33032633021323,0.0382849634903694,0.96946047939381,NA,"NO"
"MMP8",0.559364149676103,6.08211478185373,7.34902648269103,0.82760822759025,0.407892407233989,NA,"NO"
"MMP10",2.38544431584215,2.52070725598001,2.89644200570925,0.870277136918805,0.384148970226816,NA,"NO"
"WTAPP1",3.18717068608328,-2.20558565494227,2.17996439048736,-1.01175306558525,0.311656136022555,NA,"NO"
"MMP1",395.274050714474,-1.6247001269154,0.442680556783453,-3.67014114810142,0.000242416572403071,0.00731442608222944,"DOWN"
"CSNK1A1P2",0.107091572958291,-1.58669131356493,7.42332150467778,-0.213744118797103,0.830746604480195,NA,"NO"
"MMP3",23.0465230486358,-0.75091761351111,1.24547042384711,-0.602918864336913,0.546562665843634,0.70627344227406,"NO"
"MMP12",3.93488084387192,-0.501696919389025,2.2796890526212,-0.220072522088998,0.825814674406081,NA,"NO"
"BOLA3P1",0,NA,NA,NA,NA,NA,"NO"
"MMP13",2.69688088525043,1.40521428296917,2.64752465286781,0.530765325054493,0.595581411458607,NA,"NO"
"RPL21P96",0,NA,NA,NA,NA,NA,"NO"
"DCUN1D5",4190.29047329439,-0.0611573643962748,0.238528519568484,-0.256394348595769,0.797646351218917,0.881389055147398,"NO"
"DYNC2H1",166.82879383535,0.357384944242411,0.440954976457051,0.810479444214233,0.417664674542613,0.5998199058983,"NO"
"LOC105369463",0.291572700606426,-1.19393737132406,7.39182036620986,-0.161521426681564,0.871682736871351,NA,"NO"
"LOC100190922",0.107091572958291,-1.58669131356493,7.42332150467778,-0.213744118797103,0.830746604480195,NA,"NO"
"LOC102723862",0.356561389374547,-2.83923038735025,7.38412304457967,-0.384504750287767,0.700604375786614,NA,"NO"
"MIR4693",0,NA,NA,NA,NA,NA,"NO"
"LOC105369464",0.483146378253983,-3.15454103037016,7.40018513452431,-0.426278663712505,0.669904803167182,NA,"NO"
"PDGFD",3.74562885322343,-3.94527984010492,2.02584535852956,-1.94747334661741,0.0514780121528652,NA,"NO"
"DDI1",0,NA,NA,NA,NA,NA,"NO"
"LOC102723879",0.0475188697586435,0.344248155158521,7.44926994787085,0.0462123345733918,0.963141011410915,NA,"NO"
"LINC02552",0.191245603896495,-2.49350418413833,7.39133986182005,-0.337354827508139,0.735849433123648,NA,"NO"
"LOC105369466",0.191641775827072,0.344146158974244,7.44926994778856,0.0461986424691737,0.963151924473849,NA,"NO"
"LOC107984380",0.0803615191543955,-1.24101433047733,7.4389878846087,-0.166825695877929,0.867507199621611,NA,"NO"
"CASP12",0.107091572958291,-1.58669131356493,7.42332150467778,-0.213744118797103,0.830746604480195,NA,"NO"
"CASP4LP",0.313006850388055,-1.75447070439787,7.41592865606914,-0.236581389299373,0.812981559561618,NA,"NO"
"CASP4",1086.7617400693,-0.585739353132802,0.218465531639245,-2.68115225654929,0.00733691252874425,0.059706338578419,"NO"
"CASP5",2.80408940242932,-0.788705957657078,2.21705524136585,-0.355744837991129,0.722031662864154,NA,"NO"
"CASP1",35.9564863984389,-1.95155297323117,1.18284938725743,-1.64987444238871,0.0989686190067993,0.25592890282266,"NO"
"CARD16",10.4377705826278,-0.291027587308028,1.38965957175754,-0.209423655420844,0.834117527814549,0.904372175999529,"NO"
"LOC107984381",0,NA,NA,NA,NA,NA,"NO"
"CASP1P2",0,NA,NA,NA,NA,NA,"NO"
"CARD17",0.107091572958291,-1.58669131356493,7.42332150467778,-0.213744118797103,0.830746604480195,NA,"NO"
"CASP1P1",0,NA,NA,NA,NA,NA,"NO"
"CARD18",0,NA,NA,NA,NA,NA,"NO"
"LOC105369469",0,NA,NA,NA,NA,NA,"NO"
"LOC105369468",0,NA,NA,NA,NA,NA,"NO"
"GRIA4",1.30541180511571,-4.99059334497224,4.14331994203506,-1.20449142590737,0.228399694050817,NA,"NO"
"MSANTD4",1123.19580419394,0.198485408814786,0.17054469364807,1.16383221646505,0.244492013489493,0.434757503073232,"NO"
"KBTBD3",63.5163718674056,0.187622206680346,0.619536370961435,0.302842924926558,0.762009569162249,0.858512302811629,"NO"
"AASDHPPT",2113.09178059583,0.512818840887842,0.207420281917823,2.47236594293616,0.0134222043419262,0.0823231590353512,"NO"
"LINC02719",0,NA,NA,NA,NA,NA,"NO"
"LOC101928535",0.191641775827072,0.344146158974244,7.44926994778856,0.0461986424691737,0.963151924473849,NA,"NO"
"LOC643855",0.109887752815003,2.16251480962706,7.42790587299055,0.291133846686241,0.770948954627195,NA,"NO"
"LOC105369474",0,NA,NA,NA,NA,NA,"NO"
"GUCY1A2",5.62370614044301,-3.22752366169758,1.76769217182725,-1.82584033189518,0.0678743161412986,NA,"NO"
"LOC112268081",0.304578824717723,0.344352356530332,7.44926994750609,0.0462263227077194,0.963129862409258,NA,"NO"
"LOC100421306",1.44399090429766,-1.2438796591983,4.32116292299466,-0.287857616425226,0.773455731463727,NA,"NO"
"LOC100422300",2.20134357002561,1.96511207573168,2.46116470608449,0.798448015638097,0.424610548769612,NA,"NO"
"LOC105369475",0,NA,NA,NA,NA,NA,"NO"
"ASS1P13",0.0975482629975049,-1.52089153421124,7.42559827886499,-0.204817373239817,0.837714812873985,NA,"NO"
"LOC105369477",128.49315661998,-0.951097565957122,0.439530853540067,-2.16389261026114,0.0304725922151742,0.129801440373196,"NO"
"CWF19L2",1725.48839049539,-0.891278346977584,0.49011622932803,-1.81850404790628,0.0689871285937897,0.206920484321728,"NO"
"SMARCE1P1",4.0419039345049,-6.79420223421819,2.79289312952467,-2.43267533669451,0.0149877329972291,NA,"DOWN"
"ALKBH8",718.603829172605,0.832936446157249,0.275249244263017,3.02611710483509,0.00247716342654556,0.0323760662715374,"NO"
"ELMOD1",0.87007546095814,-0.610058422386931,5.69313914455411,-0.107156773600114,0.914664607580563,NA,"NO"
"LOC112267904",0.409328733242238,-2.6399307369383,7.34305339742474,-0.359514032386602,0.719210582230191,NA,"NO"
"LOC107984382",0,NA,NA,NA,NA,NA,"NO"
"SLN",1.49514999891403,-5.35701759797865,2.84199913065728,-1.88494695166909,0.0594370002483289,NA,"NO"
"LOC203930",0.0410037163096837,0.344183382477789,7.44926994785819,0.0462036394018381,0.963147941751345,NA,"NO"
"SLC35F2",3721.59529330747,0.612325505856822,0.223012819317706,2.74569644798982,0.00603826044636965,0.0537809147855353,"NO"
"RPLP2P3",1.7366395220347,-1.32445278146786,3.10314430819965,-0.426809922428733,0.669517778764185,NA,"NO"
"RAB39A",0,NA,NA,NA,NA,NA,"NO"
"CUL5",2615.71219784278,0.357302088991747,0.24615011641749,1.45156173067062,0.146623506143661,0.323022928254079,"NO"
"ACAT1",4473.79826541373,-0.383083772004844,0.205719206885901,-1.86216823311649,0.062579380617889,0.196919813252319,"NO"
"NPAT",937.77159070153,0.839543784571574,0.410230687986962,2.04651628743644,0.0407056016634687,0.153242497060974,"NO"
"ATM",1075.28063020361,0.369713172489082,0.434545117306186,0.85080503212415,0.394877665864258,0.580216703923113,"NO"
"C11orf65",22.3251292709766,-1.12401010479145,0.815319790629513,-1.3786125612425,0.168014241554034,0.347878873678796,"NO"
"POGLUT3",4542.80298395911,0.929343115719425,0.242683192704809,3.82944984925199,0.000128430051755863,0.00477740905759492,"NO"
"LOC112267909",6.5059445739209,-2.7844585847347,1.61155599483482,-1.72780753114328,0.0840227367298946,NA,"NO"
"EXPH5",375.579612891747,0.274141591745875,0.4837254357247,0.566729742741697,0.570897810184136,0.72470780515819,"NO"
"LOC101928561",1.11232257768136,-3.5883218131673,4.92306558237796,-0.728879547331574,0.46607534672197,NA,"NO"
"DDX10",4076.75730516312,-0.136066945799617,0.276733441024413,-0.491689567028558,0.622938814738566,0.761525766515282,"NO"
"CYCSP29",2.13394206810758,-3.27055046444196,3.45926269208174,-0.945447268843808,0.344430579658538,NA,"NO"
"C11orf87",0,NA,NA,NA,NA,NA,"NO"
"LINC02715",0.282088112869774,-2.99043839630181,7.38128954253383,-0.405137663150829,0.685376323161891,NA,"NO"
"LOC105369483",0,NA,NA,NA,NA,NA,"NO"
"LOC107984384",0.490375124612434,-1.58678020975602,7.42331945693564,-0.213756153020397,0.830737219424365,NA,"NO"
"TFAMP2",0,NA,NA,NA,NA,NA,"NO"
"LOC105369484",1.10935324361237,1.92824717652237,4.40790810321877,0.437451764276644,0.661783750467883,NA,"NO"
"ZC3H12C",681.216935457342,0.501235257367154,0.382161989470251,1.31157799880088,0.189662560417526,0.374967496885259,"NO"
"RDX",11059.7657919921,0.0150497293812357,0.310084902188135,0.0485342216761806,0.961290491614048,0.978373510677737,"NO"
"LINC02732",52.5738468776013,0.812272355745014,0.816969935371303,0.994249996942478,0.320101172795999,0.511440730553202,"NO"
"LOC107984385",1.89865502295552,-2.42834505172879,3.26822877917121,-0.743015625835287,0.457472220132184,NA,"NO"
"FDX1",2169.54143036636,-0.44597721220243,0.260342990941517,-1.71303713839031,0.0867057074142761,0.235787945068351,"NO"
"LOC105369487",4.68824366731634,-2.88730419662766,1.85198537423653,-1.55903185672723,0.118988840389934,NA,"NO"
"ARHGAP20",2.17709619378325,-0.646778325263406,2.65254222200328,-0.243833376109255,0.80735986993963,NA,"NO"
"HNRNPA1P60",0,NA,NA,NA,NA,NA,"NO"
"LOC105369488",0,NA,NA,NA,NA,NA,"NO"
"LOC105369489",0.196174062507312,0.344145283074594,7.44926994778571,0.0461985248872463,0.96315201819059,NA,"NO"
"LINC02550",0.10684670476403,2.1583723591617,7.42812007148862,0.290567780055978,0.77138190509565,NA,"NO"
"LOC102723966",0,NA,NA,NA,NA,NA,"NO"
"C11orf53",0,NA,NA,NA,NA,NA,"NO"
"COLCA1",3.81261757722552,-0.115590443600955,1.79443366403079,-0.064416114074291,0.948638899498117,NA,"NO"
"COLCA2",25.0372961884574,-0.0711027868532229,0.677696106158436,-0.104918393668032,0.916440563485499,0.950900282492611,"NO"
"LOC105369491",0.20551055476325,0.323955393019737,7.40546104747716,0.0437454725563778,0.965107292030639,NA,"NO"
"MIR4491",0,NA,NA,NA,NA,NA,"NO"
"POU2AF1",16.9121601014557,-2.17327269761257,1.09938375991106,-1.97680989738142,0.0480631225245658,0.169585897340856,"DOWN"
"BTG4",32.3918846020117,1.19589344369144,0.605832319730704,1.97396772133751,0.0483854133751411,0.170280179025715,"UP"
"LOC100132078",0.0820074326193674,0.344169166667035,7.44926994783977,0.0462017310524291,0.963149462769559,NA,"NO"
"LOC107984386",0.196174062507312,0.344145283074594,7.44926994778571,0.0461985248872463,0.96315201819059,NA,"NO"
"LOC644277",0.148095289267975,-1.58671575812733,7.42332094145287,-0.213747427955982,0.830744023784372,NA,"NO"
"LOC728196",0.388090670405575,-0.617521330835916,7.44926994774158,-0.0828968926039701,0.933933524881264,NA,"NO"
"MIR34B",0,NA,NA,NA,NA,NA,"NO"
"MIR34C",0,NA,NA,NA,NA,NA,"NO"
"HOATZ",5.21075949395419,0.403500118000848,1.66321945303146,0.24260185104582,0.808313847122117,NA,"NO"
"LAYN",1.96611606827747,-5.33741638715317,3.799205613006,-1.40487694819184,0.160057872409979,NA,"NO"
"SIK2",3182.87488421601,0.123699386720962,0.271146034005887,0.456209463562635,0.648239360840292,0.777057797920631,"NO"
"PPP2R1B",4533.13249071499,0.719359145796966,0.219081468170996,3.28352348467693,0.00102518102674532,0.0191358772362978,"NO"
"ALG9",1566.56811099074,0.349338225494993,0.173708070501528,2.01106502700991,0.0443185886313278,0.160627929468203,"NO"
"GNG5P3",0.715038898003365,-0.296323095046037,6.72933407916634,-0.0440345347043235,0.96487687584248,NA,"NO"
"FDXACB1",261.530599314944,0.604220759301739,0.221517329251076,2.72764555867723,0.00637881076335359,0.0552538377613478,"NO"
"C11orf1",584.720501388545,-0.714545221273877,0.296250333739567,-2.41196427445051,0.0158668361703823,0.0904284538332304,"NO"
"RPL37AP8",0.30881816667367,-3.11791787581599,7.37912067819454,-0.422532441437028,0.672636426528762,NA,"NO"
"CRYAB",60.8374304940881,-0.260849832628266,0.456375271738833,-0.571568725961868,0.567614187852453,0.722647473285519,"NO"
"HSPB2",0.640532499287578,-4.28173205247761,6.92031134158778,-0.618719569269439,0.536101115927588,NA,"NO"
"HSPB2-C11orf52",1.58915207277489,-0.664694725971009,2.8350706021198,-0.234454382008693,0.814632244136884,NA,"NO"
"C11orf52",0,NA,NA,NA,NA,NA,"NO"
"DIXDC1",99.8434200616432,0.216425281715526,0.464733706432936,0.465697406320488,0.641432109156825,0.773049719738992,"NO"
"DLAT",3845.77862921628,1.37225308998762,0.485035199653901,2.82918248194522,0.00466670815258202,0.0468740103452927,"UP"
"PPIHP1",6.99265493711174,3.09095044010443,1.56368073435935,1.97671453781184,0.0480739065822759,NA,"UP"
"PIH1D2",88.667092970465,-0.314675038428159,0.307195849294152,-1.02434664775319,0.305671572156731,0.496687866157287,"NO"
"NKAPD1",2593.80864041351,-0.503855919037491,0.257442950801017,-1.9571556240704,0.0503291743188833,0.173910285052739,"NO"
"TIMM8B",3439.4392077897,-0.734695778810324,0.402416653081449,-1.82570918272019,0.0678940792565151,0.205484917675051,"NO"
"SDHD",5611.54600611922,0.0265266723237411,0.153513953952209,0.172796489444857,0.862811396553679,0.920619274852024,"NO"
"IL18",2501.70690548246,-0.277400766647389,0.191158745443858,-1.45115394016257,0.146736999290371,0.323226043284464,"NO"
"LOC107987164",0.0803615191543955,-1.24101433047733,7.4389878846087,-0.166825695877929,0.867507199621611,NA,"NO"
"TEX12",2.06287810707103,1.25097403727992,2.58699993086905,0.483561681758406,0.628696974569287,NA,"NO"
"BCO2",3.41593798024121,0.00455128942290397,2.07742348343031,0.00219083372225519,0.998251968996079,NA,"NO"
"KCTD9P4",0.312398809668263,2.23041610371093,7.42460468948274,0.300408735143894,0.763865401537631,NA,"NO"
"MRPS36P4",0.0820074326193674,0.344169166667035,7.44926994783977,0.0462017310524291,0.963149462769559,NA,"NO"
"RPS12P21",0,NA,NA,NA,NA,NA,"NO"
"PTS",1232.24678932229,-0.413093119749335,0.26712156705397,-1.54646112743818,0.121993241176499,0.289131162215863,"NO"
"RPS6P16",7.03303535846731,1.53071596569077,1.38028156724239,1.10898819633513,0.267435274055909,NA,"NO"
"PLET1",1.93643197551786,-5.95482340470507,3.69684991113526,-1.61078311206754,0.107227003214208,NA,"NO"
"LOC100132686",1.81559174906356,-1.40870802411457,3.85031272382875,-0.365868469695042,0.714463225088282,NA,"NO"
"ST13P10",1.00927284493359,-4.05838970556109,4.70988582740616,-0.861674752696955,0.388866522635827,NA,"NO"
"LINC02762",3.66719524381676,0.21327140541026,1.7465032305154,0.122113375849481,0.902809228763036,NA,"NO"
"LOC107984388",2.44290370034537,-2.63077476135809,2.77394260173081,-0.948388319108195,0.342931803761686,NA,"NO"
"RNU6-44P",0,NA,NA,NA,NA,NA,"NO"
"LOC107984387",3.24754445977507,-4.07754179723115,2.41526393025876,-1.68823860040601,0.0913654362050704,NA,"NO"
"LOC107984389",0,NA,NA,NA,NA,NA,"NO"
"LINC02763",0,NA,NA,NA,NA,NA,"NO"
"LINC02764",0,NA,NA,NA,NA,NA,"NO"
"LOC105369496",0,NA,NA,NA,NA,NA,"NO"
"LOC105369498",0,NA,NA,NA,NA,NA,"NO"
"LOC101928847",0.0820074326193674,0.344169166667035,7.44926994783977,0.0462017310524291,0.963149462769559,NA,"NO"
"NCAM1",9.12457504345161,0.944137236945505,1.06116504687717,0.889717617183058,0.373617531937414,0.560204829303906,"NO"
"NCAM1-AS1",0,NA,NA,NA,NA,NA,"NO"
"TTC12",387.907245692306,0.131447781313372,0.225442098504892,0.583066703979068,0.559848397012616,0.716486982162111,"NO"
"ANKK1",7.97228457498914,2.19821164356939,1.33774744387529,1.64321872086815,0.10033768786981,NA,"NO"
"DRD2",525.310332737735,0.221664918808655,0.182895814569703,1.21197370935012,0.225522444646783,0.414774467617002,"NO"
"MIR4301",0,NA,NA,NA,NA,NA,"NO"
"LOC105369501",1.56909739142571,-1.90477013554366,2.80067682594457,-0.680110649646712,0.496434401756224,NA,"NO"
"LOC107984390",28.2924799821646,0.598956477935805,0.718683912458016,0.833407381956382,0.404615012843056,0.588780185847625,"NO"
"TMPRSS5",24.7008061962548,-0.187998261298367,0.646981135231146,-0.290577655299333,0.771374351502612,0.865017624704828,"NO"
"MTRF1LP1",0.745102419735888,-1.16670387597089,4.30327824354189,-0.271119785879942,0.786298904368286,NA,"NO"
"ZW10",2799.94365052468,0.460981586065964,0.205094121611573,2.24765869662035,0.0245979616417306,0.115687407448573,"NO"
"LOC100288385",2.52567846588705,-2.78755122956688,2.71463966467485,-1.02685865304365,0.304487026111003,NA,"NO"
"CLDN25",0,NA,NA,NA,NA,NA,"NO"
"LOC390251",0.0549438764075014,1.30595144220124,7.44926994787085,0.17531267511315,0.860833952707501,NA,"NO"
"ATF4P4",1.12443237524587,-0.0992406088399717,3.39557549000964,-0.0292264475144064,0.976683988173889,NA,"NO"
"USP28",1592.22824443899,1.00584037561531,0.301429636418389,3.33689940898574,0.00084718604074012,0.0168295059428178,"UP"
"LOC100421976",6.17951071632842,1.22460129076201,1.80534119524056,0.678321246970069,0.497568029958094,NA,"NO"
"HTR3B",0.0803615191543955,-1.24101433047733,7.4389878846087,-0.166825695877929,0.867507199621611,NA,"NO"
"HTR3A",0.307552048684364,2.51674920121799,7.39019725220431,0.340552371652504,0.733440590099582,NA,"NO"
"ZBTB16",1.47594996891626,-1.91221673565258,3.5310455656156,-0.541544055469928,0.588132640413268,NA,"NO"
"LOC101928875",0,NA,NA,NA,NA,NA,"NO"
"NNMT",104.501332701274,0.640347447513608,0.686736061293926,0.932450592891664,0.351103708860203,0.540381400402728,"NO"
"LOC101928940",0,NA,NA,NA,NA,NA,"NO"
"LOC107984391",0.242730149121966,-2.76272880407792,7.38567152444458,-0.374066027027336,0.708355193421805,NA,"NO"
"C11orf71",236.688859751803,-0.482590853155204,0.257898685987549,-1.87124200073863,0.0613115455869823,0.194711305162928,"NO"
"RBM7",1973.75334066873,-0.0112635409111846,0.148179150165844,-0.076012994396164,0.939408760076185,0.965512907144602,"NO"
"REXO2",3362.67670888965,0.0857909595569835,0.210018405433906,0.408492576542213,0.682912079473162,0.801279986870057,"NO"
"LOC100422382",1.21758487503503,-0.351962569855419,5.26390721952375,-0.0668633688204068,0.946690475196289,NA,"NO"
"NXPE2",1.76463069457316,-3.94957593035212,3.22269538417102,-1.22555049718671,0.220367876187986,NA,"NO"
"NXPE2P1",0,NA,NA,NA,NA,NA,"NO"
"NXPE1",3.23223763617947,-2.00256661940401,2.07921523574403,-0.963135795168122,0.335479380407718,NA,"NO"
"NXPE4",0.970430212320525,-4.09979713183957,6.08817930131091,-0.67340282355955,0.500691052788249,NA,"NO"
"LOC105369504",0.0478114009741237,-0.617508503172764,7.44926994787085,-0.0828951705998061,0.933934894129142,NA,"NO"
"LOC105369506",3.76308630236295,-2.35997465350378,2.78715015677461,-0.846733947135029,0.397143432510973,NA,"NO"
"LOC105369505",0.107091572958291,-1.58669131356493,7.42332150467778,-0.213744118797103,0.830746604480195,NA,"NO"
"CADM1",6161.57185783017,0.605527037766615,0.151905956232216,3.98619680745735,6.71408271358642e-05,0.00296219864372387,"NO"
"LOC105369509",5.47063389109784,-5.04215994269697,2.06512848680121,-2.44157202562589,0.0146234709657232,NA,"DOWN"
"LOC105369507",5.36171275153531,0.324953180456589,2.65013029420718,0.122617812855048,0.902409748270432,NA,"NO"
"LOC105369511",0,NA,NA,NA,NA,NA,"NO"
"FTLP7",0,NA,NA,NA,NA,NA,"NO"
"LINC02698",0,NA,NA,NA,NA,NA,"NO"
"LOC101928985",0.191641775827072,0.344146158974244,7.44926994778856,0.0461986424691737,0.963151924473849,NA,"NO"
"LINC00900",0.111602150026186,2.21631200046055,7.42527887211936,0.298481988169147,0.76533532130573,NA,"NO"
"LOC107987165",0.356897100816103,-2.19281005288868,7.40018495080441,-0.296318276835813,0.766987029476261,NA,"NO"
"LINC02703",1.58458907592579,-2.54016163025591,3.63511185097004,-0.69878499875542,0.484686404856772,NA,"NO"
"RPL15P15",0.0535457864791455,-0.617481816787875,7.44926994787085,-0.0828915881836667,0.933937742680197,NA,"NO"
"LOC112268082",0,NA,NA,NA,NA,NA,"NO"
"LOC105369513",0,NA,NA,NA,NA,NA,"NO"
"LOC107984393",1.35521441160486,-0.679070042030268,4.03009627182082,-0.168499707259713,0.866190173950973,NA,"NO"
"LOC107987166",0.51997311415512,-0.85498156200245,7.32645363005523,-0.11669787392021,0.90709947513095,NA,"NO"
"LOC107984372",0,NA,NA,NA,NA,NA,"NO"
"LINC02702",0,NA,NA,NA,NA,NA,"NO"
"BUD13",1739.92632374543,-0.457079811851476,0.196535238179629,-2.32568884890614,0.0200351558028442,0.102941478442146,"NO"
"ZPR1",3892.27140158265,-0.0806561953960448,0.204804453131384,-0.393820515925516,0.693713556439548,0.810320222125992,"NO"
"APOA5",4.01784085075906,-1.67243074799094,2.45195512139088,-0.682080488912965,0.495188057187405,NA,"NO"
"APOA4",477.389789828078,-1.50239243976285,0.313871850503778,-4.78664282047415,1.69594265676741e-06,0.000178745289595549,"DOWN"
"APOC3",1389.84954817906,-1.48130032476102,0.440981080494837,-3.35910176259446,0.000781962664168145,0.0161687293652315,"DOWN"
"APOA1",8964.26253717382,-1.39629199562413,0.462884394561315,-3.01650263441571,0.00255708995893993,0.0328889443278232,"DOWN"
"APOA1-AS",2.49145440977564,0.383118181204439,3.06739423222048,0.124900209167799,0.900602552776768,NA,"NO"
"SIK3",2000.74727663535,0.846163486645264,0.229076025727506,3.69381075107269,0.000220918242995977,0.00691314675041226,"NO"
"RNY4P6",1.3958838463403,2.78287573765544,4.07300887610894,0.68324813971778,0.494450058176613,NA,"NO"
"RPS27P19",7.07634595454177,-3.01697858387819,1.98731319918438,-1.51811933072069,0.128984318834043,NA,"NO"
"LOC101060089",0.111602150026186,2.21631200046055,7.42527887211936,0.298481988169147,0.76533532130573,NA,"NO"
"LOC653303",206.386615897727,0.169609996560515,0.302633926881964,0.560446075256684,0.575175211532492,0.728241777377878,"NO"
"PAFAH1B2",6809.56577775997,0.134268108159071,0.126897243006105,1.0580853057037,0.290016552959764,0.481362776057562,"NO"
